Årgang,Farve,Vægt,Tophastighed,Sidst synet,Trækhjul,Kilometer,Nypris,Cylindre,Tank,0 - 100 km/t,Airbags,Grøn Ejerafgift,Lasteevne,Model,Gearkasse,Nummerplade,Hestekræfter,Biltype,Max. påhæng,Pris,Registreringsdato,Antal døre,Km/l,Brændstoftype,Antal gear
2017,Koksmetal,1.515,202,,Forhjul,83.000,,4,58,"9,3",7,4.680,705,"VW Tiguan 2,0 TDi 150 R-line DSG",Automatisk,,150,SUV,2.000,389.800,01-01-2017,5,"20,4",Diesel,7
2017,Hvid,1.635,235,,Baghjul,85.000,,4,66,"7,5",6,3.520,610,"BMW 520d 2,0 M-Sport aut.",Automatisk,,190,Sedan,2.000,469.900,31-07-2017,4,"23,2",Diesel,8
2013,Bordeauxmetal,1.428,190,,Forhjul,141.000,358.972,4,60,"11,3",6,3.880,377,"Citroën DS4 1,6 HDi 112 Style",Manuel,,112,Hatchback,1.300,89.800,30-08-2012,5,"21,3",Diesel,6
2006,,1.000,167,,Forhjul,234.000,144.365,4,45,13,4,3.140,520,"VW Fox 1,4 75",Manuel,,75,Hatchback,,29.995,18-10-2006,3,"14,9",Benzin,5
2006,,1.000,167,,Forhjul,234.000,144.365,4,45,13,4,3.140,520,"VW Fox 1,4 75",Manuel,,75,Hatchback,,29.995,18-10-2006,3,"14,9",Benzin,5
2014,Sortmetal,1.631,200,,Forhjul,259.000,,4,70,"10,4",7,5.540,874,"Ford Galaxy 2,0 TDCi 163 Titanium aut. 7prs",Automatisk,,163,MPV,1.800,109.500,13-05-2014,5,"17,5",Diesel,6
2014,,2.045,143,,Forhjul,36.000,213.121,4,,,,2.130,1.255,"Fiat Ducato 33 2,0 MJT 115 Combinato L2H2",Manuel,,115,MPV,2.000,165.820,25-03-2015,4,"13,5",Diesel,5
2015,Hvid,905,173,,Forhjul,30.000,163.993,2,35,11,7,660,400,"Fiat 500 0,9 TwinAir 80 Lounge",Manuel,,80,Hatchback,800,74.900,27-04-2015,3,"26,3",Benzin,5
2020,Gråmetal,1.345,220,,Forhjul,6.000,,4,50,"8,2",6,1.160,455,Audi A3 TFSi Sport Limited+ SB S-tr.,Automatisk,,150,Hatchback,1.500,314.900,03-06-2020,5,"21,2",Benzin,7
2018,Hvid,1.274,213,,Forhjul,137.000,309.000,4,50,"8,7",9,4.380,670,"Skoda Octavia 2,0 TDi 150 Style Combi DSG",Automatisk,,150,Stationcar,1.600,199.900,03-11-2017,5,"21,7",Diesel,6
2007,,,,,,144.000,,,,,,,,"Jeep Compass 2,4 LKW NR: 1455",Automatisk,,168,,,36.950,,,,Benzin,
2013,Hvidmetal,1.955,250,,Baghjul,172.000,,8,80,"5,3",7,6.200,525,"Mercedes CLS500 4,7 AMG Line SB aut.",Automatisk,,408,Stationcar,2.100,439.995,21-08-2012,5,"10,9",Benzin,7
2015,Sort,1.550,200,,Forhjul,107.000,,4,63,"9,5",6,4.680,595,"Audi A4 2,0 TDi 150 S-line Avant Multitr.",Automatisk,,150,Stationcar,1.700,237.900,07-04-2015,5,"20,4",Diesel,8
2016,Blåmetal,1.885,224,,4x4,82.000,,4,73,"7,9",6,4.680,440,"Audi A6 2,0 TDi Ultra S-line Avant quat St",Automatisk,,190,Stationcar,,1.840,23-09-2016,5,"19,6",Diesel,7
2008,Sort,930,172,,Forhjul,148.000,147.806,4,43,"12,9",6,1.280,555,"Mazda 2 1,3 Advance",Manuel,,86,Hatchback,900,32.990,15-04-2008,5,"18,5",Benzin,5
2007,Mørkblåmetal,1.470,205,,Forhjul,302.000,426.000,5,70,"10,5",6,5.580,630,"Volvo V70 2,4 140 Classic",Manuel,,140,Stationcar,1.800,39.000,20-07-2007,5,"11,1",Benzin,5
2020,Hvid,1.065,188,,Forhjul,23.000,178.910,4,41,"10,2",6,1.180,580,"Peugeot 208 1,5 BlueHDi 100 Allure+",Manuel,,100,SUV,1.200,169.000,28-02-2020,5,"34,4",Diesel,6
2017,Brunmetal,1.502,184,,Forhjul,149.000,,4,50,"12,4",6,3.260,804,"Renault Grand Scenic IV 1,5 dCi 110 Zen EDC 7prs",Automatisk,,110,MPV,1.850,199.900,31-10-2017,5,25,Diesel,7
2016,Gråmetal,2.184,209,,4x4,77.000,1.507.900,6,89,"7,2",7,8.100,866,"Land Rover Range Rover sport 3,0 SDV6 HSE Dynamic aut.",Automatisk,,306,SUV,3.500,3.058,27-06-2016,5,"14,3",Diesel,8
2010,,1.063,180,,Forhjul,125.000,185.500,4,45,"11,9",6,1.280,552,"Opel Corsa 1,4 16V Cosmo",Manuel,,100,Hatchback,1.000,39.500,08-07-2010,5,"18,2",Benzin,5
2016,Sortmetal,2.090,199,,4x4,58.000,,4,57,"10,3",,8.100,960,"Mercedes V250 d 2,2 Avantgarde aut. kort 4-M",Automatisk,,190,MPV,2.000,5.060,29-04-2016,,"14,9",Diesel,7
2013,Koksmetal,805,157,,Forhjul,53.000,99.989,3,35,"13,7",6,660,385,Citroën C1 Seduction Clim,Manuel,,68,Hatchback,,49.900,23-04-2013,5,"23,3",Benzin,5
2015,Gråmetal,2.045,250,,4x4,161.000,1.278.840,6,70,"5,6",6,7.720,625,"BMW 535d 3,0 Gran Turismo xDrive aut.",Automatisk,,313,Hatchback,2.100,2.411,25-06-2015,5,"15,6",Diesel,8
2015,Gråmetal,2.045,250,,4x4,161.000,1.278.840,6,70,"5,6",6,7.720,625,"BMW 535d 3,0 Gran Turismo xDrive aut.",Automatisk,,313,Hatchback,2.100,149.900,25-06-2015,5,"15,6",Diesel,8
2005,Koksmetal,1.325,189,,Forhjul,157.000,316.768,4,55,"11,8",6,3.740,600,"VW Golf Plus 1,6 FSi Sportline",Manuel,,115,Hatchback,1.200,54.900,01-07-2005,5,"13,8",Benzin,6
2012,Sortmetal,1.503,199,,Forhjul,212.000,449.995,4,60,"9,9",8,4.680,737,"VW Touran 2,0 TDi 140 Highline DSG BMT",Automatisk,,140,MPV,1.500,139.900,17-10-2012,5,"19,2",Diesel,6
2014,,1.135,191,,Forhjul,169.000,299.989,4,53,"10,2",6,2.180,645,"Peugeot 308 1,6 e-HDi 116 Allure",Manuel,,116,Hatchback,1.400,84.900,25-11-2013,5,27,Diesel,6
2017,Beige,1.076,171,,Forhjul,36.000,204.488,3,45,"12,9",4,1.280,582,"Renault Captur 0,9 TCe 90 Dynamique",Manuel,,90,MPV,1.200,129.900,01-06-2017,5,"19,6",Benzin,5
2018,Hvid,1.596,206,,Forhjul,33.000,371.990,4,53,"9,6",6,3.520,454,"Peugeot 3008 2,0 BlueHDi 150 Allure",Manuel,,150,SUV,2.000,269.900,13-03-2018,5,"22,7",Diesel,6
2013,Sortmetal,1.614,275,,Baghjul,89.000,1.804.607,6,72,"4,9",4,5.580,411,"Jaguar F-Type 3,0 S/C S Convertible aut.",Automatisk,,380,Cabriolet,,4.695,04-07-2013,2,"11,6",Benzin,8
2015,,3.500,160,01-10-2017,,90.000,,4,,,,,,"Iveco Daily 2,3 35S13 12m3  D  Van 8g Aut.",Automatisk,AY32299,126,Van,,149.900,18-11-2015,2,"12,4",Diesel,8
2020,Sortmetal,1.440,205,,Forhjul,6.000,348.918,4,50,"8,8",7,3.520,510,"VW T-Roc 2,0 TDi 150 Sport+ DSG",Automatisk,,150,SUV,1.600,364.900,29-07-2020,5,"24,4",Diesel,7
2018,Sortmetal,1.074,170,,Forhjul,61.000,,3,45,14,6,1.780,616,"Opel Crossland X 1,2 Enjoy",Manuel,,81,SUV,650,149.900,23-02-2018,5,"19,2",Benzin,5
2017,Gråmetal,2.005,250,,4x4,61.000,,6,73,"5,1",6,7.220,445,"Audi A6 3,0 TDi Competition Avant quat Tip",Automatisk,,326,Stationcar,2.100,3.702,19-09-2017,5,"15,6",Diesel,8
2005,Mørkblåmetal,1.250,195,,Forhjul,78.000,260.999,4,55,"11,4",4,4.360,550,"VW Golf IV 2,0 FSi Trendline Variant",Manuel,,115,Stationcar,1.400,54.900,14-04-2005,5,"12,5",Benzin,5
2014,Koks,1.120,172,,Forhjul,140.000,177.990,4,45,"13,1",6,1.220,585,"Fiat Punto 1,3 MJT 85 Easy",Manuel,,85,Hatchback,1.000,36.900,28-02-2014,5,"28,6",Diesel,5
2017,Hvid,,,,Baghjul,55.000,,,,,,,,"Iveco Daily 2,3 35S16 Alukasse m/lift AG8",Automatisk,,156,Varevogn,,199.900,29-06-2017,2,,Diesel,8
2012,Koksmetal,1.310,200,,Forhjul,94.000,199.999,4,60,10,6,3.140,683,"Chevrolet Cruze 1,8 LT",Manuel,,141,Hatchback,1.200,47.900,27-07-2012,5,"15,2",Benzin,5
2013,Sortmetal,1.935,225,,4x4,148.000,798.489,6,75,"6,5",8,7.220,510,"Audi Q5 3,0 TDi 245 quattro S-tr.",Automatisk,,245,SUV,2.400,274.900,21-03-2013,5,"15,6",Diesel,7
2017,Bordeauxmetal,1.461,183,,Forhjul,69.000,410.990,4,55,"11,1",,3.880,544,"Nissan Qashqai 1,6 dCi 130 Tekna X-tr.",Automatisk,,130,SUV,1.400,219.900,31-03-2017,5,"21,3",Diesel,1
2017,Hvid,1.680,235,,Baghjul,105.000,,4,66,"7,7",7,3.520,770,"Mercedes E220 d 2,0 Avantgarde stc. aut.",Automatisk,,194,Stationcar,2.100,3.107,04-04-2017,5,"23,8",Diesel,9
2017,Hvid,1.680,235,,Baghjul,105.000,,4,66,"7,7",7,3.520,770,"Mercedes E220 d 2,0 Avantgarde stc. aut.",Automatisk,,194,Stationcar,2.100,194.900,04-04-2017,5,"23,8",Diesel,9
2010,,1.695,250,,Baghjul,237.000,934.966,6,70,"6,3",6,6.380,635,"BMW 530d 3,0 aut.",Automatisk,,245,Sedan,2.000,209.900,29-03-2010,4,"16,4",Diesel,8
2018,Koksmetal,1.280,188,,Forhjul,40.000,233.187,3,52,"11,8",6,1.780,445,"Ford EcoSport 1,0 SCTi 140 ST-Line",Manuel,,140,SUV,900,169.800,27-06-2018,5,"19,2",Benzin,6
2015,Hvid,1.202,200,,Forhjul,90.000,179.197,4,50,"10,5",7,1.220,608,"VW Golf VII 1,6 TDi 110 BlueMotion Van",Manuel,,110,Hatchback,1.000,93.888,18-12-2014,5,"31,3",Diesel,6
2015,Sølvmetal,1.070,184,,Forhjul,252.000,202.353,4,50,"10,7",6,260,540,"Citroën C4 Cactus 1,6 BlueHDi 100 Feel",Manuel,,100,Hatchback,870,69.900,08-05-2015,5,"32,3",Diesel,5
2017,Koksmetal,1.076,171,,Forhjul,35.000,187.468,3,45,"12,9",4,1.280,582,"Renault Captur 0,9 TCe 90 Expression",Manuel,,90,MPV,1.200,129.800,21-02-2017,5,"19,6",Benzin,5
2018,Hvidmetal,1.498,191,,Forhjul,95.000,349.010,4,53,"11,1",6,3.260,692,"Peugeot 5008 1,5 BlueHDi 130 Allure",Manuel,,130,SUV,1.300,269.800,27-06-2018,5,"27,5",Diesel,6
2016,Koksmetal,1.600,221,,Forhjul,92.000,,4,63,"8,4",6,1.880,475,"Audi A5 1,8 TFSi 177 S-line SB Multitr.",Automatisk,,177,Hatchback,1.300,294.900,01-07-2016,5,"16,9",Benzin,8
2009,Hvid,950,180,,Forhjul,134.000,159.998,4,47,"10,6",6,660,515,"Mitsubishi Colt 1,3 Intense ClearTec Coolpack",Manuel,,95,Hatchback,1.000,26.900,21-08-2009,5,20,Benzin,5
2020,Sortmetal,1.691,192,,Forhjul,8.000,325.918,4,55,"9,7",6,820,579,"Kia Optima 2,0 PHEV SW aut.",Automatisk,,205,Stationcar,1.500,369.895,03-08-2020,5,"38,6",Benzin,6
2003,,1.175,196,,Forhjul,210.000,198.994,4,54,"9,9",4,3.140,525,Citroën Xsara 16V Advance Weekend,Manuel,,110,Stationcar,1.000,9.900,11-11-2003,5,"14,5",Benzin,5
2013,Gråmetal,1.420,190,,Forhjul,174.000,329.991,4,65,"10,3",6,3.880,665,"Nissan Qashqai 1,6 dCi Acenta",Manuel,,130,SUV,1.400,89.900,09-08-2013,5,"22,2",Diesel,6
2016,Hvid,1.568,,,Forhjul,102.000,206.182,4,60,,1,3.020,827,"Ford Transit Connect 1,5 TDCi 100 Trend lang",Manuel,,100,Varevogn,1.200,99.900,08-09-2016,,"22,7",Diesel,5
2019,Mørkblåmetal,1.199,175,,Forhjul,14.000,151.012,4,45,"13,2",6,1.160,431,"Opel Corsa 1,4 16V Impress",Manuel,,90,Hatchback,800,124.900,28-08-2019,5,20,Benzin,5
2007,Rød,1.350,148,,Forhjul,207.000,228.400,4,60,"17,9",4,4.960,825,"VW Caddy 1,4 Life",Manuel,,75,MPV,1.025,44.900,10-10-2006,5,12,Benzin,5
2005,Sølvmetal,1.000,167,,Forhjul,92.000,139.629,4,45,13,4,3.140,520,"VW Fox 1,4 75",Manuel,,75,Hatchback,,14.900,01-08-2005,3,"14,8",Benzin,5
2016,Hvidmetal,1.355,182,,Forhjul,40.000,203.217,4,60,"11,9",6,2.180,561,"Renault Kadjar 1,5 dCi 110 Zen Van",Manuel,,110,Varevogn,1.350,137.888,29-11-2016,5,"26,3",Diesel,6
2016,Gråmetal,1.382,181,,Forhjul,123.000,344.800,4,60,"11,7",6,2.180,561,"Renault Kadjar 1,5 dCi 110 Zen EDC",Automatisk,,110,SUV,1.450,169.900,08-04-2016,5,"26,3",Diesel,6
2018,Sortmetal,1.535,219,,Forhjul,72.000,,4,51,"7,6",6,4.380,520,"BMW X1 2,0 sDrive20d Advantage aut.",Automatisk,,190,SUV,,349.900,20-10-2017,5,"22,2",Diesel,8
2017,Sortmetal,1.368,218,,Forhjul,93.000,350.815,4,50,"8,6",7,1.280,542,"VW Golf VII 1,4 TSi 150 R-line Variant DSG BMT",Automatisk,,150,Stationcar,1.500,229.800,02-01-2017,5,"19,6",Benzin,7
2008,,800,157,,Forhjul,230.000,105.834,3,35,"13,7",4,660,380,Citroën C1 X,Manuel,,68,Hatchback,,11.900,10-09-2008,3,"22,2",Benzin,5
2019,Hvid,1.142,200,,Forhjul,41.000,228.780,3,50,"10,1",6,1.080,598,"Seat Leon 1,0 TSi 115 Style DSG",Automatisk,,115,Hatchback,1.000,199.995,11-04-2019,5,"22,9",Benzin,7
2007,Sortmetal,1.421,206,,Forhjul,166.000,334.807,4,66,"10,9",6,5.580,599,"Peugeot 407 2,0 XR aut.",Automatisk,,136,Sedan,1.500,29.900,20-07-2007,4,"11,49",Benzin,4
2008,Beigemetal,1.404,160,,Forhjul,300.000,240.000,4,60,"14,4",4,6.540,661,"Citroën Berlingo 1,6 HDi X-Ray Modutop",Manuel,,90,MPV,1.000,39.990,29-08-2008,5,"17,5",Diesel,5
2018,Hvid,2.800,,,,160.000,244.528,,,,4,6.380,,"Renault Trafic T27 1,6 dCi 95 L1H1",Manuel,,95,Varevogn,,109.900,08-01-2019,,"16,4",Diesel,6
2013,,840,159,,Forhjul,120.000,118.790,4,35,"13,1",6,660,480,"Ford Ka 1,2 Titanium",Manuel,,69,Hatchback,,39.900,22-08-2013,3,"20,4",Benzin,5
2009,Sortmetal,1.380,183,,Forhjul,268.000,218.667,4,55,"12,6",6,5.540,684,"Seat Altea XL 1,9 TDi 105 Stylance Van",Manuel,,105,Varevogn,1.400,29.900,18-09-2009,5,"18,5",Diesel,5
2016,Hvid,1.382,181,,Forhjul,108.000,222.417,4,60,"11,7",6,2.180,561,"Renault Kadjar 1,5 dCi 110 Zen EDC Van",Automatisk,,110,Varevogn,1.450,104.888,30-03-2016,5,"26,3",Diesel,6
2013,,1.105,173,,Forhjul,169.000,124.400,3,45,"14,6",6,1.220,486,"Seat Ibiza 1,2 TDi 75 Style ST eco Van",Manuel,,75,Stationcar,1.000,40.440,16-04-2013,5,"29,4",Diesel,5
2018,Sortmetal,1.160,190,,Forhjul,47.000,139.939,4,50,11,6,2.180,450,"Citroën C4 Cactus 1,5 BlueHDi 100 SkyLine Van",Manuel,,100,Hatchback,950,99.900,06-12-2018,5,"27,5",Diesel,6
2019,Hvid,1.808,170,,Forhjul,12.000,215.483,4,70,,4,4.680,952,"Citroën Jumpy 2,0 BlueHDi 120 L2N2",Manuel,,120,Varevogn,2.500,149.900,03-10-2019,,"18,9",Diesel,6
2018,Sortmetal,1.480,144,,Forhjul,32.000,299.901,,,"8,6",6,660,515,Nissan Leaf Tekna,Automatisk,,150,Hatchback,,203.900,06-07-2018,5,"68,8",El,1
2017,Koksmetal,1.157,180,,Forhjul,57.000,192.719,4,45,12,4,2.220,501,"Renault Clio IV 1,5 dCi 90 Limited ST",Manuel,,90,Stationcar,1.200,114.900,31-10-2017,5,"31,3",Diesel,5
2011,Hvid,2.085,220,,4x4,270.000,,6,95,"7,3",6,13.180,745,"Mercedes ML350 3,0 CDi aut. 4-M",Automatisk,,231,SUV,3.500,224.900,26-09-2011,5,11,Diesel,7
2019,Sort,1.163,182,,Forhjul,22.000,189.697,3,45,"12,2",4,1.160,425,"Renault Clio IV 0,9 TCe 90 Zen ST",Manuel,,90,Stationcar,1.200,122.900,21-06-2019,5,"21,6",Benzin,5
2013,Hvid,,,,,152.000,,,,,,14.180,,"Opel Movano 2,3 CDTi 146 Alukasse m/lift",Manuel,,146,Varevogn,,119.900,30-09-2013,2,"10,9",Diesel,6
2018,Hvid,1.678,222,,4x4,46.000,504.698,4,66,"7,7",6,4.680,542,"VW Passat 2,0 TDi 190 Highl. Variant DSG 4M",Automatisk,,190,Stationcar,2.200,389.000,22-09-2017,5,"19,6",Diesel,7
2013,Hvid,1.015,179,,Forhjul,140.000,133.102,4,41,"11,9",6,2.180,1.050,"Nissan Note 1,5 dCi 90 Tekna Van",Manuel,,90,Hatchback,450,37.888,20-09-2013,5,"27,8",Diesel,5
2015,Sølvmetal,955,159,,Forhjul,11.000,92.992,2,37,"15,7",6,660,520,"Fiat Panda 0,9 TwinAir 60 Pop Air",Manuel,,60,Hatchback,800,70.000,17-06-2015,5,"26,3",Benzin,5
2019,Blåmetal,1.386,162,,Forhjul,37.000,220.077,4,45,"11,5",6,660,544,"Kia Niro 1,6 HEV Attraction+ DCT Van",Automatisk,,141,Hatchback,1.300,189.900,15-02-2019,5,"29,7",Benzin,6
2019,Sort,1.163,182,,Forhjul,30.000,189.697,3,45,"12,2",4,1.160,425,"Renault Clio IV 0,9 TCe 90 Zen ST",Manuel,,90,Stationcar,1.200,119.900,19-06-2019,5,"21,6",Benzin,5
2015,Hvidmetal,1.995,250,,4x4,99.000,1.028.174,6,75,"5,1",8,8.100,450,"Audi SQ5 3,0 TDi 313 quattro Tiptr.",Automatisk,,313,SUV,2.400,1.521,19-03-2015,5,"14,7",Diesel,8
2019,Gråmetal,1.635,225,,Baghjul,34.000,,4,66,"7,8",6,3.520,745,"BMW 520d 2,0 Touring M-Sport aut.",Automatisk,,190,Stationcar,2.000,Ring,19-04-2019,5,"22,9",Diesel,8
2014,Koksmetal,1.190,163,,Forhjul,40.000,149.992,4,45,"13,7",6,2.180,374,"Citroën C3 1,4 HDi 70 Seduction",Manuel,,70,Hatchback,700,69.900,28-05-2014,5,"27,8",Diesel,5
2013,Sort,885,169,,Forhjul,96.000,,4,35,"12,3",6,660,525,"Hyundai i10 1,2 Comfort A/C",Manuel,,86,Hatchback,800,44.900,17-01-2013,5,"21,7",Benzin,5
2021,Blåmetal,1.251,193,,Forhjul,0,250.916,3,,10,7,,483,"Skoda Kamiq 1,0 TSi 115 Ambition DSG",Automatisk,,115,SUV,1.200,3.199,,5,"22,4",Benzin,7
2012,Sølvmetal,1.375,207,,Forhjul,145.000,366.413,4,55,"9,7",6,3.020,555,"Audi A3 2,0 TDi 140 Ambition SB",Manuel,,140,Hatchback,1.400,89.900,02-11-2011,5,"22,7",Diesel,6
2010,Sortmetal,1.291,172,,Forhjul,189.000,199.997,4,53,14,6,3.020,529,"Kia Ceed 1,6 CRDi 90 Motion",Manuel,,90,Hatchback,1.400,43.500,11-11-2010,5,"22,7",Diesel,6
2019,Hvid,,,,Forhjul,9.000,,,,,,9.820,,"Mercedes Sprinter 314 2,2 CDi A2 Kassevogn aut. FWD",Automatisk,,143,Varevogn,2.000,259.900,07-03-2019,,"12,7",Diesel,7
2013,Hvid,2.065,155,,Forhjul,107.000,244.648,4,90,,1,11.480,1.235,"Peugeot Boxer 333 2,2 HDi 130 Ladvogn L3",Manuel,,130,Varevogn,2.500,79.800,25-04-2013,2,"11,5",Diesel,6
2014,Gråmetal,2.078,220,,4x4,133.000,631.939,6,85,"7,6",7,8.940,782,"VW Touareg 3,0 V6 TDi Tiptr. 4M BMT Van",Automatisk,,245,Varevogn,3.500,1.266,27-08-2013,5,"13,9",Diesel,8
2016,Sort,1.835,234,,Forhjul,140.000,,6,73,"7,3",6,3.880,310,"Audi A6 3,0 TDi 218 S-line Avant S-tr.",Automatisk,,218,Stationcar,2.000,309.900,09-10-2015,5,"20,8",Diesel,7
2017,Sort,1.599,217,,Forhjul,91.000,378.158,4,40,"7,6",7,660,421,"VW Golf VII 1,4 GTE DSG",Automatisk,,204,Hatchback,1.500,209.900,20-12-2016,5,"36,4",Benzin,6
2014,Hvidmetal,1.360,151,01-11-2018,,45.000,,3,,,,,,"Renault Twingo 1,0 Sce Expression start/stop  5d",Manuel,AR92424,70,Hatchback,,59.900,27-11-2014,4,"23,8",Benzin,5
2013,Champagnemetal,1.635,190,,Forhjul,137.000,329.998,4,70,"12,9",9,3.020,485,"Hyundai i40 1,7 CRDi 115 Comfort CW",Manuel,,115,Stationcar,1.500,94.800,14-02-2013,5,"23,3",Diesel,6
2016,Brunmetal,1.555,215,,Forhjul,96.000,,4,50,"9,2",7,3.020,495,"Mercedes CLA200 d 2,2 Urban SB aut.",Automatisk,,136,Stationcar,1.500,259.900,02-03-2016,5,"24,4",Diesel,7
2018,Hvid,1.471,208,,Forhjul,76.000,307.784,4,58,"9,3",7,3.880,729,"VW Touran 2,0 TDi 150 Highline DSG Van",Automatisk,,150,Varevogn,1.800,268.900,31-07-2018,5,"21,3",Diesel,6
2017,Gråmetal,1.845,218,,4x4,53.000,689.733,4,65,"7,9",6,4.680,595,"Audi Q5 2,0 TDi 190 Sport quattro S-tr.",Automatisk,,190,SUV,2.400,3.296,24-08-2017,5,20,Diesel,7
2009,Sort,1.475,192,,Forhjul,273.000,344.052,4,60,"9,6",6,6.380,690,"Renault Grand Scenic II 1,9 dCi 130 Dynamique",Manuel,,130,MPV,1.300,25.000,04-03-2009,5,"16,7",Diesel,6
2007,Sølvmetal,1.450,201,,Forhjul,288.000,340.597,4,55,"9,9",6,6.380,600,"Seat Altea 2,0 TDi 140 Stylance DSG",Automatisk,,140,Hatchback,1.400,25.000,29-01-2007,5,"16,7",Diesel,6
2019,Mørkblåmetal,1.486,209,,Forhjul,30.000,395.623,4,66,9,7,1.780,576,"Skoda Superb 1,5 TSi 150 Style Combi DSG",Automatisk,,150,Stationcar,1.600,319.900,05-11-2018,5,"19,6",Benzin,7
2019,Mørkblåmetal,1.486,209,,Forhjul,30.000,395.623,4,66,9,7,1.780,576,"Skoda Superb 1,5 TSi 150 Style Combi DSG",Automatisk,,150,Stationcar,1.600,1.995,05-11-2018,5,"19,6",Benzin,7
2019,Sølvmetal,1.293,212,,Forhjul,32.000,,4,48,"9,6",6,3.520,582,"Opel Astra 1,6 CDTi 136 Enjoy ST",Manuel,,136,Stationcar,1.500,169.900,10-10-2018,5,"24,4",Diesel,6
2008,Sort,1.235,185,,Forhjul,328.000,249.952,4,60,"11,4",6,4.880,605,"Renault Megane II 1,5 dCi 105 Authentique stc.",Manuel,,105,Stationcar,1.300,17.900,23-06-2008,5,"21,3",Diesel,5
2020,Hvid,1.751,200,,Forhjul,9.000,282.010,4,,"9,2",7,820,569,"Ford Kuga 2,5 PHEV Titanium CVT",Automatisk,,225,SUV,1.200,319.900,22-06-2020,5,"37,5",Benzin,1
2014,Koksmetal,1.523,200,,Forhjul,94.000,316.901,4,70,"11,5",8,1.880,647,"Opel Insignia 1,4 T 140 Edition ST eco",Manuel,,140,Stationcar,1.200,129.900,15-01-2014,5,"17,9",Benzin,6
2019,Koksmetal,1.008,156,,Forhjul,12.000,111.018,3,40,"14,7",6,1.080,316,"Hyundai i10 1,0 Trend",Manuel,,67,Hatchback,,97.800,15-08-2019,5,"23,4",Benzin,5
2020,,,,,Forhjul,3.000,,,,,,,,"Ford Transit 350 L3 Kombi 2,0 TDCi 130 Ambiente H2 FWD",Manuel,,130,MPV,,324.900,09-09-2020,,"15,6",Diesel,6
2014,Gråmetal,1.515,229,,Baghjul,116.000,,4,41,"7,6",7,3.880,675,"Mercedes C220 2,2 BlueTEC Avantgarde stc. aut.",Automatisk,,170,Stationcar,1.800,2.795,16-12-2014,5,"22,2",Diesel,7
2011,Sortmetal,1.295,218,,Forhjul,188.000,445.700,4,60,8,6,3.880,530,"Alfa Romeo Giulietta 2,0 JTD 170 Distinctive",Manuel,,170,Hatchback,1.300,82.900,29-07-2011,5,"21,3",Diesel,6
2015,Hvidmetal,1.475,226,,Baghjul,138.000,561.055,4,57,"7,6",6,3.880,570,"BMW 320d 2,0 Touring aut.",Automatisk,,184,Stationcar,1.600,199.800,11-03-2015,5,"21,3",Diesel,8
2006,Sølvmetal,1.000,167,,Forhjul,194.000,144.365,4,45,13,4,3.140,520,"VW Fox 1,4 75",Manuel,,75,Hatchback,,14.900,29-09-2005,3,"14,8",Benzin,5
2007,,1.275,198,,Forhjul,108.000,292.997,4,60,"11,4",6,3.140,600,"Skoda Octavia 1,6 FSi Elegance Combi",Manuel,,115,Stationcar,1.200,48.900,03-08-2007,5,"15,2",Benzin,5
2012,Koksmetal,1.718,205,,Forhjul,155.000,432.490,4,58,"9,9",8,6.380,727,"Opel Zafira Tourer 2,0 CDTi 165 Cosmo aut.",Automatisk,,165,MPV,1.400,124.900,14-03-2012,5,"16,7",Diesel,6
2018,Hvid,1.471,208,,Forhjul,76.000,307.784,4,58,"9,3",7,3.880,729,"VW Touran 2,0 TDi 150 Highline DSG Van",Automatisk,,150,Varevogn,1.800,214.900,31-07-2018,5,"21,3",Diesel,6
2018,Koksmetal,1.285,220,,Forhjul,96.000,278.000,4,50,,9,1.160,550,"Skoda Octavia 1,5 TSi 150 Style DSG",Automatisk,,150,Hatchback,1.500,209.900,02-01-2018,5,"20,4",Benzin,7
2008,Sølvmetal,1.325,160,,4x4,79.000,249.991,4,66,"14,4",6,5.580,475,"Suzuki Grand Vitara 1,6 GLS",Manuel,,106,SUV,1.600,79.900,26-09-2008,3,"11,5",Benzin,5
2017,Hvid,1.635,245,,4x4,105.000,683.515,6,58,"6,4",6,3.880,345,"Audi A4 3,0 TDi 218 Sport Avant quat. S-tr",Automatisk,,218,Stationcar,1.800,429.500,10-10-2016,5,"21,3",Diesel,7
2000,Hvid,1.625,140,,4x4,310.000,,4,75,,1,7.540,1.400,"Toyota HiAce 2,4 TD Van Komfort 4WD",Manuel,,90,Varevogn,2.000,17.900,02-02-2000,5,"9,3",Diesel,5
2015,Hvid,1.683,168,,Forhjul,98.000,242.221,4,80,"12,4",4,7.220,1.237,"Renault Trafic T29 1,6 dCi 115 L2H1",Manuel,,115,Varevogn,2.000,99.900,08-06-2015,,"15,4",Diesel,6
2020,Hvid,1.165,173,,Forhjul,4.500,199.820,3,48,"13,3",6,1.160,586,"Renault Captur 1,0 TCe 100 Zen",Manuel,,100,SUV,1.200,204.900,31-08-2020,5,"21,6",Benzin,5
2017,Rød,1.683,172,,Forhjul,66.000,256.919,4,80,12,4,8.100,1.237,"Renault Trafic T29 1,6 dCi 120 L2H1",Manuel,,120,Varevogn,2.000,114.800,09-06-2017,,"14,9",Diesel,6
2015,Rød,880,157,,Forhjul,22.000,109.993,3,35,14,6,660,360,"Toyota Aygo 1,0 VVT-i x-black",Manuel,,69,Hatchback,,74.900,28-09-2017,5,"26,3",Benzin,5
